easy_problems_solved,medium_problems_solved,hard_problems_solved,easy_problems_given,medium_problems_given,hard_problems_given,total_problems_given,total_problems_solved,next_easy,next_medium,next_hard
19,10,4,30,10,12,52,33,2,22,7
9,14,15,28,14,15,57,38,4,27,2
4,16,0,22,16,13,51,20,5,31,10
0,14,4,23,19,7,49,18,6,28,5
1,4,4,12,11,6,29,9,5,14,5
3,0,7,23,12,12,47,10,5,8,5
12,3,0,25,15,11,51,15,3,13,10
3,13,0,19,23,5,47,16,5,26,10
3,3,1,14,16,7,37,7,4,12,9
26,1,8,29,24,9,62,35,1,10,2
14,2,2,21,10,13,44,18,2,10,9
17,11,0,25,25,11,61,28,2,23,10
9,2,12,11,21,12,44,23,1,11,2
1,10,4,10,14,6,30,15,5,22,5
22,17,8,23,20,10,53,47,1,31,3
28,6,12,30,24,12,66,46,1,17,2
11,4,5,14,17,6,37,20,2,14,3
16,9,10,30,15,15,60,35,3,21,4
11,3,6,17,18,10,45,20,2,12,5
9,16,5,24,19,6,49,30,4,30,3
0,11,2,25,17,12,54,13,6,23,8
7,5,0,10,13,11,34,12,2,15,10
8,8,8,23,20,15,58,24,4,19,5
6,8,4,12,11,14,37,18,3,19,8
7,18,13,23,25,15,63,38,4,33,2
3,1,5,30,11,11,52,9,5,9,5
0,10,0,17,14,13,44,10,6,22,10
1,14,7,29,22,13,64,22,6,28,5
15,17,8,23,21,8,52,40,2,32,2
12,1,6,19,14,8,41,19,2,9,3
20,2,4,20,11,11,42,26,1,11,7
19,10,4,19,21,11,51,33,1,22,7
4,9,9,10,14,11,35,22,4,20,3
16,2,5,19,14,11,44,23,1,11,6
0,16,10,18,17,12,47,26,6,30,2
22,17,4,30,24,7,61,43,1,32,5
11,13,6,12,15,14,41,30,1,26,6
14,16,11,27,16,12,55,41,3,31,2
23,9,10,27,12,12,51,42,1,20,2
8,9,4,25,20,5,50,21,4,20,3
14,8,5,19,11,7,37,27,2,19,4
16,6,5,23,11,8,42,27,2,17,5
11,1,12,12,25,12,49,24,1,10,2
12,12,3,17,13,9,39,27,2,25,7
4,7,12,24,20,14,58,23,5,18,2
5,19,8,13,25,8,46,32,4,35,2
11,6,1,25,12,15,52,18,3,17,10
15,3,2,16,14,15,45,20,1,13,9
10,4,1,23,22,7,52,15,3,14,8
29,8,9,29,17,11,57,46,1,20,2
9,15,5,11,17,7,35,29,1,29,4
11,2,3,20,22,10,52,16,3,11,7
6,14,2,15,20,10,45,22,3,28,9
2,6,6,13,19,7,39,14,5,17,3
4,21,2,12,24,9,45,27,4,37,8
5,8,6,10,22,8,40,19,3,20,4
8,15,11,17,25,15,57,34,3,29,3
10,15,4,20,24,14,58,29,3,29,7
11,14,3,16,18,12,46,28,2,28,8
10,8,2,17,13,9,39,20,3,19,8
0,4,3,27,22,10,59,7,6,13,7
9,9,6,20,11,11,42,24,3,20,5
1,5,2,29,17,10,56,8,5,15,9
2,9,2,23,10,12,45,13,5,21,8
22,1,2,22,15,5,42,25,1,9,7
7,9,8,12,25,12,49,24,2,21,4
16,7,4,17,23,15,55,27,1,18,8
10,6,7,20,12,9,41,23,3,17,3
28,16,5,30,22,13,65,49,1,31,7
6,9,3,19,10,11,40,18,4,21,8
20,13,6,29,23,15,67,39,2,27,6
3,11,3,18,24,5,47,17,5,23,5
7,10,3,27,11,12,50,20,4,22,7
27,3,8,30,12,8,50,38,1,12,2
1,10,8,13,10,9,32,19,5,22,2
21,8,3,27,14,7,48,32,1,20,7
2,9,8,18,25,12,55,19,5,21,4
23,8,8,27,20,9,56,39,1,19,2
3,11,4,10,20,6,36,18,4,23,4
7,8,1,29,16,5,50,16,5,19,8
16,12,0,23,12,12,47,28,2,24,10
1,11,5,15,21,10,46,17,5,24,6
26,15,1,26,24,11,61,42,1,29,9
2,5,4,10,13,13,36,11,5,15,7
15,16,10,17,18,10,45,41,1,30,2
7,18,5,11,24,10,45,30,2,34,5
17,11,8,21,20,10,51,36,1,24,2
9,2,9,17,18,9,44,20,3,11,2
0,2,2,21,24,12,57,4,6,10,9
11,3,9,30,16,12,58,23,4,13,3
6,0,3,14,11,15,40,9,3,8,8
13,17,0,18,21,6,45,30,2,32,10
11,13,5,11,24,5,40,29,1,27,2
18,1,5,21,11,14,46,24,1,10,7
10,12,7,13,15,8,36,29,2,25,2
2,1,6,28,13,7,48,9,5,10,3
9,5,0,20,22,7,49,14,3,15,10
23,1,6,30,20,6,56,30,1,9,2
11,21,0,21,21,15,57,32,3,38,10
17,6,10,21,20,11,52,33,1,16,2
3,24,2,15,24,11,50,29,5,42,8
25,0,5,27,22,7,56,30,1,8,3
11,10,3,15,12,11,38,24,2,22,7
3,16,5,20,24,7,51,24,5,30,3
22,14,4,23,15,5,43,40,1,27,3
15,6,3,19,13,9,41,24,1,17,7
18,5,5,23,20,7,50,28,1,15,4
2,4,4,15,20,10,45,10,5,13,7
9,0,4,12,24,5,41,13,2,8,3
8,11,2,28,24,13,65,21,4,23,8
2,6,4,11,10,13,34,12,5,17,7
4,2,15,11,11,15,37,21,4,11,2
1,20,3,16,22,11,49,24,5,36,7
1,13,6,18,13,8,39,20,6,26,3
0,10,10,14,15,10,39,20,6,22,2
17,15,7,21,19,7,47,39,1,29,2
2,10,3,18,13,12,43,15,5,22,8
8,9,13,18,13,15,46,30,3,20,2
3,0,12,17,18,14,49,15,5,8,2
3,6,6,28,11,11,50,15,5,16,5
3,2,5,18,16,14,48,10,5,11,6
5,8,2,13,13,12,38,15,3,20,9
10,3,7,26,11,15,52,20,3,12,5
9,1,4,18,12,5,35,14,3,9,3
12,1,1,23,11,13,47,14,3,9,9
8,1,3,17,13,10,40,12,3,9,7
14,18,9,18,23,14,55,41,1,33,4
12,12,11,16,12,14,42,35,2,25,3
7,9,7,24,22,11,57,23,4,21,4
2,6,5,28,13,8,49,13,5,16,4
18,1,11,21,13,14,48,30,1,10,3
17,9,3,24,10,6,40,29,2,21,6
23,12,0,28,18,5,51,35,1,25,10
3,5,1,10,16,9,35,9,4,15,9
5,3,7,10,14,13,37,15,3,12,5
8,0,6,11,17,9,37,14,2,8,4
7,12,5,17,17,7,41,24,3,24,4
6,8,2,12,13,11,36,16,3,19,9
13,10,1,13,10,15,38,24,1,22,9
10,4,7,11,20,7,38,21,1,13,2
25,1,1,27,22,13,62,27,1,9,9
12,11,2,21,11,13,45,25,2,24,9
9,16,6,10,21,6,37,31,1,30,2
4,13,7,25,24,7,56,24,5,26,2
17,11,2,27,15,7,49,30,2,23,7
3,17,6,15,19,7,41,26,4,31,2
6,8,7,11,20,14,45,21,3,20,6
5,12,2,10,25,15,50,19,3,24,9
0,7,6,28,16,10,54,13,6,18,4
1,3,3,13,23,11,47,7,5,12,8
12,8,5,13,25,14,52,25,1,20,6
16,4,0,17,17,8,42,20,1,13,10
10,7,3,20,17,7,44,20,3,18,6
6,16,2,18,17,5,40,24,4,30,6
22,8,4,24,23,13,60,34,1,19,7
19,1,14,29,20,14,63,34,2,10,2
13,10,1,15,12,5,32,24,1,22,8
14,18,0,27,23,13,63,32,3,33,10
16,18,5,22,23,9,54,39,2,33,5
0,12,0,20,18,6,44,12,6,24,10
8,10,7,21,18,12,51,25,4,22,5
8,7,6,26,16,10,52,21,4,18,4
1,3,0,16,10,9,35,4,5,13,10
0,11,5,28,14,11,53,16,6,23,6
16,20,7,27,24,13,64,43,3,36,5
15,24,3,29,25,5,59,42,3,41,5
1,11,2,29,13,15,57,14,5,23,9
1,11,4,18,11,15,44,16,5,23,8
4,8,7,20,12,11,43,19,5,19,4
0,0,1,10,14,9,33,1,6,8,9
4,8,4,23,14,9,46,16,5,19,6
0,0,6,27,15,14,56,6,6,8,6
7,1,5,12,22,9,43,13,2,9,5
9,12,4,15,21,14,50,25,2,25,7
14,8,3,26,25,8,59,25,2,19,6
5,9,1,10,16,5,31,15,3,21,8
14,3,3,23,18,5,46,20,2,12,5
21,16,9,21,23,15,59,46,1,31,5
0,6,2,20,13,15,48,8,6,16,9
4,18,2,13,23,9,45,24,4,33,8
9,9,1,13,25,11,49,19,2,21,9
4,14,9,24,19,11,54,27,5,28,2
1,6,2,27,11,6,44,9,5,17,7
3,16,4,17,25,12,54,23,5,30,7
19,6,1,26,25,7,58,26,1,16,9
5,6,3,17,24,6,47,14,4,17,6
24,6,0,26,15,8,49,30,1,17,10
13,8,5,17,24,5,46,26,2,19,2
16,16,6,28,19,12,59,38,2,30,5
6,4,1,11,24,5,40,11,3,14,8
8,18,6,24,25,9,58,32,4,33,4
10,3,9,12,10,12,34,22,1,12,3
1,16,6,28,24,8,60,23,6,30,4
14,1,8,26,10,15,51,23,3,10,5
1,8,7,27,11,14,52,16,6,20,5
11,14,1,20,18,12,50,26,2,28,9
11,13,1,28,15,5,48,25,3,27,8
0,10,10,15,12,13,40,20,6,22,3
15,13,6,16,17,9,42,34,1,26,4
2,15,9,17,20,13,50,26,5,29,4
10,6,6,16,20,14,50,22,2,16,6
8,3,3,13,21,13,47,14,2,12,7
2,9,0,17,12,9,38,11,5,21,10
0,5,7,13,13,10,36,12,6,15,4
12,10,4,25,12,7,44,26,3,22,5
10,10,5,22,14,9,45,25,3,22,5
4,8,6,11,15,7,33,18,4,19,2
1,8,8,27,10,8,45,17,6,19,2
1,12,1,23,14,6,43,14,6,24,8
12,9,8,20,20,14,54,29,2,21,4
4,6,14,15,13,15,43,24,4,16,2
17,14,0,29,14,9,52,31,3,28,10
24,11,0,25,25,13,63,35,1,23,10
5,11,3,11,22,9,42,19,3,24,7
12,12,2,30,16,10,56,26,3,25,8
26,9,2,27,20,7,54,37,1,21,8
6,10,1,30,23,7,60,17,5,22,9
12,16,3,16,19,5,40,31,1,30,5
9,11,0,23,24,5,52,20,4,24,10
10,2,0,12,10,5,27,12,1,11,10
11,18,1,13,21,13,47,30,1,33,9
9,12,8,10,22,14,46,29,1,25,5
17,17,4,25,20,14,59,38,2,32,7
11,17,11,28,18,15,61,39,4,32,3
22,4,0,24,14,8,46,26,1,14,10
25,4,0,28,18,8,54,29,1,13,10
17,7,5,26,25,6,57,29,2,18,3
0,15,14,12,18,15,45,29,6,29,2
17,17,7,22,20,9,51,41,1,32,3
9,14,1,24,20,12,56,24,3,27,9
6,1,14,25,24,14,63,21,5,9,2
25,5,9,27,16,10,53,39,1,15,2
1,8,6,18,15,14,47,15,5,20,6
5,7,4,22,11,9,42,16,4,18,6
0,9,6,10,19,8,37,15,6,20,4
0,2,5,28,17,15,60,7,6,11,7
9,7,6,28,20,6,54,22,4,18,2
0,4,2,18,13,11,42,6,6,13,8
18,2,6,24,19,15,58,26,2,11,6
6,6,10,24,20,13,57,22,4,16,3
5,6,1,10,21,13,44,12,3,16,10
9,1,9,11,11,15,37,19,1,9,5
11,19,7,16,22,8,46,37,2,34,2
2,14,2,19,23,10,52,18,5,27,8
1,9,0,13,21,5,39,10,5,21,10
10,4,6,21,22,7,50,20,3,14,2
6,10,3,20,16,6,42,19,4,22,6
8,4,2,20,22,9,51,14,3,14,8
5,3,0,26,19,6,51,8,5,12,10
9,8,5,19,13,6,38,22,3,19,3
19,0,4,26,11,14,51,23,2,8,7
12,13,6,24,15,12,51,31,3,27,5
18,0,5,21,13,9,43,23,1,8,5
2,4,11,20,22,15,57,17,5,13,4
5,1,4,12,11,5,28,10,3,9,3
7,5,5,18,11,8,37,17,3,15,4
27,16,4,30,25,13,68,47,1,31,7
2,15,2,12,23,7,42,19,5,29,8
6,1,11,10,14,14,38,18,2,9,3
10,3,5,22,22,5,49,18,3,13,2
9,5,9,13,12,11,36,23,2,15,2
12,0,3,16,12,6,34,15,1,8,6
16,15,0,18,20,5,43,31,1,29,10
13,22,5,20,22,6,48,40,2,39,2
17,0,8,24,22,10,56,25,2,8,3
6,8,2,30,18,9,57,16,4,20,8
9,15,2,14,21,5,40,26,2,29,6
14,8,7,28,22,7,57,29,3,19,2
13,20,6,15,23,11,49,39,1,36,5
15,5,8,25,21,9,55,28,2,15,2
1,2,2,13,10,14,37,5,5,11,9
26,17,0,27,20,5,52,43,1,31,10
5,5,10,22,22,13,57,20,5,15,3
20,1,4,22,11,8,41,25,1,9,6
19,2,2,24,10,15,49,23,1,11,8
2,1,3,29,24,7,60,6,5,9,6
1,7,6,12,24,12,48,14,5,17,5
10,1,5,14,10,5,29,16,2,9,2
4,11,5,21,19,13,53,20,5,23,7
19,17,1,20,23,5,48,37,1,32,9
1,3,0,25,13,10,48,4,6,12,10
14,10,6,25,18,11,54,30,3,22,5
18,13,2,26,23,10,59,33,2,27,8
6,8,2,10,24,6,40,16,3,19,7
4,2,6,27,15,6,48,12,5,11,2
9,9,1,12,20,6,38,19,2,21,8
5,8,0,16,24,12,52,13,4,19,10
3,16,15,11,19,15,45,34,4,30,2
12,17,1,13,24,5,42,30,1,32,8
15,20,6,23,21,10,54,41,2,36,5
26,13,7,28,13,14,55,46,1,26,5
8,7,8,14,16,8,38,23,2,18,2
7,14,1,11,19,9,39,22,2,28,9
14,17,14,20,20,15,55,45,2,32,2
15,14,12,17,21,14,52,41,1,27,2
18,11,9,18,20,10,48,38,1,23,2
15,18,1,26,22,12,60,34,3,34,9
17,12,9,20,23,13,56,38,1,25,4
18,4,5,21,22,9,52,27,1,14,5
17,8,3,25,13,8,46,28,2,20,6
25,8,2,25,20,7,52,35,1,19,7
2,13,7,11,20,7,38,22,5,26,2
27,1,1,28,12,6,46,29,1,9,9
11,10,7,11,20,12,43,28,1,22,5
7,10,6,17,13,6,36,23,3,22,2
23,4,3,28,13,10,51,30,1,14,7
9,5,3,22,10,5,37,17,3,15,5
21,9,9,26,13,14,53,39,1,20,4
10,23,3,23,24,11,58,36,3,41,8
2,21,0,27,23,12,62,23,5,37,10
0,11,6,10,19,7,36,17,6,24,2
23,18,11,27,24,11,62,52,1,33,2
2,3,6,21,12,8,41,11,5,12,3
0,1,0,14,10,10,34,1,6,9,10
1,1,0,28,24,8,60,2,6,10,10
9,13,0,30,22,11,63,22,4,26,10
9,9,5,18,20,15,53,23,3,21,7
9,16,3,13,23,12,48,28,2,30,7
7,6,9,21,10,15,46,22,4,16,5
18,18,3,25,20,14,59,39,2,34,8
1,15,2,10,17,14,41,18,5,29,9
0,19,5,22,23,10,55,24,6,35,5
15,1,7,30,17,13,60,23,3,9,5
28,3,4,30,22,6,58,35,1,13,4
2,7,2,28,20,6,54,11,5,18,7
0,8,3,19,19,8,46,11,6,19,7
4,11,14,15,11,14,40,29,4,24,2
13,3,6,16,10,6,32,22,1,12,2
10,4,0,18,15,10,43,14,3,14,10
5,9,6,29,20,7,56,20,5,20,2
8,5,8,29,10,8,47,21,4,15,2
25,15,9,29,18,14,61,49,1,29,4
19,13,11,19,19,15,53,43,1,27,3
8,13,10,16,17,11,44,31,3,26,2
5,4,2,20,13,10,43,11,4,14,8
10,4,6,25,25,8,58,20,4,14,3
0,10,2,23,17,13,53,12,6,22,9
7,5,4,13,17,15,45,16,3,15,8
3,17,5,11,23,8,42,25,4,32,5
15,9,5,17,23,6,46,29,1,21,3
18,17,8,18,18,11,47,43,1,32,3
26,7,4,29,19,9,57,37,1,18,6
2,23,1,15,23,13,51,26,5,40,9
10,9,4,30,18,15,63,23,4,20,7
23,7,2,24,11,10,45,32,1,18,8
13,9,1,26,13,5,44,23,3,20,9
17,14,4,24,14,9,47,35,2,27,6
27,12,5,30,17,15,62,44,1,25,6
13,12,5,20,23,12,55,30,2,25,6
7,8,9,15,16,12,43,24,3,19,3
28,8,2,30,20,7,57,38,1,19,7
7,5,10,30,23,11,64,22,4,15,2
16,12,2,18,14,13,45,30,1,25,8
2,19,4,30,23,6,59,25,5,34,5
13,1,2,24,13,7,44,16,3,9,7
10,21,9,14,23,11,48,40,2,37,3
4,2,2,11,12,6,29,8,4,11,7
7,13,12,15,13,12,40,32,3,26,2
8,7,6,30,10,7,47,21,4,17,3
0,8,5,24,16,9,49,13,6,19,5
13,17,8,16,24,10,50,38,1,31,3
2,7,4,19,12,7,38,13,5,18,5
1,11,5,22,25,5,52,17,5,23,2
28,12,10,28,20,12,60,50,1,24,2
8,14,2,29,18,7,54,24,4,27,8
0,1,2,10,20,15,45,3,6,9,9
1,7,9,14,18,15,47,17,5,18,4
16,8,6,17,10,9,36,30,1,19,4
7,0,0,15,23,8,46,7,3,8,10
20,9,3,26,16,8,50,32,1,20,7
9,3,8,25,17,10,52,20,3,12,3
9,9,4,18,16,7,41,22,3,21,5
9,8,4,27,15,10,52,21,4,19,6
10,3,1,24,17,5,46,14,3,13,8
1,13,2,23,16,13,52,16,5,26,9
24,8,1,24,10,6,40,33,1,19,8
2,6,2,19,18,6,43,10,5,16,7
2,11,10,19,23,15,57,23,5,24,4
22,8,10,27,12,13,52,40,1,19,3
25,4,10,25,15,15,55,39,1,14,4
18,2,0,21,24,7,52,20,1,11,10
7,12,6,16,17,8,41,25,3,25,3
13,16,0,13,17,8,38,29,1,30,10
17,11,5,18,18,9,45,33,1,24,5
11,10,2,16,15,9,40,23,2,22,8
15,5,6,17,15,7,39,26,1,15,3
2,25,6,28,25,7,60,33,5,43,3
4,0,7,15,21,8,44,11,4,8,3
4,10,5,21,10,6,37,19,5,22,3
12,7,4,15,10,5,30,23,1,18,3
4,9,3,14,10,12,36,16,4,21,8
12,5,10,12,24,10,46,27,1,15,2
2,13,6,26,18,15,59,21,5,26,6
15,5,2,23,22,13,58,22,2,15,9
5,4,5,30,16,7,53,14,5,13,4
9,1,0,28,10,5,43,10,4,9,10
9,14,6,13,24,8,45,29,2,28,4
6,8,15,24,23,15,62,29,4,19,2
1,10,4,27,12,10,49,15,6,22,6
11,3,7,13,19,13,45,21,1,12,5
19,11,7,23,21,12,56,37,1,23,5
18,7,5,30,25,5,60,30,2,18,2
9,10,6,15,24,6,45,25,2,22,2
1,21,4,19,25,5,49,26,5,38,3
11,11,8,30,16,13,59,30,3,23,4
8,2,1,21,12,7,40,11,4,10,9
0,4,10,17,25,14,56,14,6,14,4
30,15,4,30,16,5,51,49,1,29,3
13,9,5,29,16,10,55,27,3,21,6
9,3,12,26,10,15,51,24,4,12,3
17,17,9,26,19,10,55,43,2,32,2
15,11,11,17,13,12,42,37,1,23,2
17,3,4,28,21,11,60,24,2,12,7
6,23,6,30,24,10,64,35,4,40,5
1,11,10,23,25,10,58,22,6,23,2
11,4,7,21,14,15,50,22,3,14,6
7,3,2,14,25,8,47,12,3,12,8
8,10,9,22,14,9,45,27,4,22,2
11,10,3,22,15,10,47,24,3,22,7
6,6,0,14,12,14,40,12,3,16,10
10,7,5,16,11,6,33,22,2,18,3
1,3,2,28,20,14,62,6,6,13,9
4,9,0,11,11,13,35,13,4,21,10
12,25,11,14,25,15,54,48,1,43,3
1,11,2,14,20,5,39,14,5,24,6
7,6,6,18,19,8,45,19,3,17,3
8,1,2,19,18,6,43,11,3,10,7
16,11,4,25,15,8,48,31,2,24,6
3,1,0,13,20,5,38,4,5,10,10
8,2,6,10,12,10,32,16,1,11,4
13,1,8,26,20,11,57,22,3,9,3
9,8,4,10,22,7,39,21,1,19,5
12,7,0,21,16,7,44,19,3,18,10
16,7,10,18,10,15,43,33,1,18,4
7,16,5,20,24,5,49,28,4,30,2
12,14,12,30,23,14,67,38,3,27,2
0,13,2,28,13,8,49,15,6,26,8
3,5,8,13,17,9,39,16,4,15,2
14,20,14,19,22,15,56,48,2,36,2
24,12,6,28,23,14,65,42,1,25,6
14,4,9,21,10,14,45,27,2,13,4
8,11,4,15,13,6,34,23,3,23,5
15,20,4,27,24,9,60,39,3,36,6
6,13,2,14,18,6,38,21,3,26,7
13,18,10,13,23,14,50,41,1,33,4
12,13,6,20,13,8,41,31,2,26,3
26,8,2,26,10,13,49,36,1,19,8
10,14,3,19,14,5,38,27,3,28,5
9,4,4,20,21,10,51,17,3,14,6
1,8,13,27,20,14,61,22,6,19,2
3,5,0,11,14,10,35,8,4,15,10
4,22,13,10,23,15,48,39,4,39,2
8,15,5,11,20,10,41,28,2,29,6
1,3,4,23,16,13,52,8,6,12,7
7,0,1,20,10,5,35,8,4,8,8
4,16,7,14,23,14,51,27,4,31,5
0,7,10,17,10,12,39,17,6,18,2
17,3,6,30,22,15,67,26,2,12,6
8,18,7,13,18,7,38,33,2,33,2
13,7,1,23,15,14,52,21,2,18,10
8,1,1,30,18,14,62,10,4,10,9
14,12,1,21,16,9,46,27,2,25,9
16,9,0,29,11,10,50,25,3,20,10
20,18,1,28,21,11,60,39,2,33,10
7,11,4,11,11,15,37,22,2,23,7
13,3,9,19,10,10,39,25,2,13,2
8,8,10,26,11,10,47,26,4,19,2
16,1,7,18,14,11,43,24,1,10,4
5,10,12,15,16,14,45,27,4,22,2
4,8,5,12,14,6,32,17,4,19,2
1,9,3,12,10,12,34,13,5,20,8
18,6,3,22,25,13,60,27,1,17,8
0,15,6,12,25,12,49,21,6,29,6
22,11,3,28,20,5,53,36,1,23,5
15,2,1,28,14,5,47,18,3,11,8
2,13,6,11,20,10,41,21,5,26,4
6,5,8,10,17,9,36,19,2,15,2
8,22,1,19,23,8,50,31,3,39,9
12,1,7,18,14,13,45,20,2,9,5
12,6,6,28,13,9,50,24,3,17,4
6,4,7,15,24,7,46,17,4,13,2
3,7,9,11,15,10,36,19,4,18,2
8,13,0,16,16,9,41,21,3,26,10
25,7,3,26,10,6,42,35,1,18,6
3,10,3,20,23,8,51,16,5,22,7
11,12,6,16,17,12,45,29,2,24,5
6,2,11,22,23,11,56,19,4,10,2
18,9,6,19,12,10,41,33,1,21,5
8,7,7,22,17,9,48,22,4,18,3
4,12,7,19,22,10,51,23,5,25,4
1,10,2,11,10,7,28,13,5,22,8
0,3,7,16,17,14,47,10,6,13,5
16,3,0,21,14,5,40,19,1,12,10
1,10,4,15,12,5,32,15,6,22,3
12,18,4,17,20,6,43,34,2,33,5
14,8,1,20,17,11,48,23,2,19,9
3,8,6,27,16,15,58,17,5,19,6
5,4,2,13,13,9,35,11,3,14,8
5,17,12,12,17,13,42,34,3,31,2
5,3,4,16,23,13,52,12,4,12,7
12,3,1,25,13,15,53,16,3,12,9
6,13,7,23,25,10,58,26,4,26,4
3,15,7,16,24,9,49,25,5,29,3
12,11,3,22,13,8,43,26,3,24,6
14,10,5,15,19,10,44,29,1,22,6
7,14,2,14,17,7,38,23,3,27,8
18,15,0,24,17,5,46,33,1,29,10
13,20,7,21,25,7,53,40,2,36,2
10,7,6,27,20,8,55,23,4,18,3
10,3,5,16,24,9,49,18,2,12,5
14,9,6,15,18,10,43,29,1,21,5
4,12,1,26,15,5,46,17,5,25,8
15,7,2,21,22,6,49,24,2,18,7
20,17,3,27,20,6,53,40,1,32,6
6,10,7,13,14,11,38,23,3,22,4
4,19,0,19,23,8,50,23,4,34,10
19,9,4,21,18,13,52,32,1,21,7
18,1,1,20,13,9,42,20,1,9,9
4,18,0,16,18,8,42,22,4,34,10
5,11,13,10,14,14,38,29,3,24,2
8,9,0,17,12,10,39,17,3,20,10
14,3,3,24,24,6,54,20,2,12,6
19,3,4,25,20,10,55,26,1,13,6
19,9,1,30,25,5,60,29,2,20,8
7,12,11,12,17,13,42,30,3,25,2
1,14,2,30,15,5,50,17,6,27,6
10,0,1,18,12,5,35,11,3,8,8
21,20,8,30,25,9,64,49,1,36,2
8,17,3,25,17,5,47,28,4,32,5
13,8,4,26,11,6,43,25,3,20,4
26,10,6,26,12,11,49,42,1,22,5
3,15,1,30,16,14,60,19,5,29,9
13,1,2,20,14,11,45,16,2,10,8
11,0,0,27,13,7,47,11,3,8,10
16,0,1,23,15,8,46,17,2,8,9
20,17,3,20,23,15,58,40,1,31,8
12,1,12,28,10,15,53,25,3,9,3
18,22,7,23,23,11,57,47,1,39,4
15,2,5,16,14,12,42,22,1,11,6
7,10,0,14,13,10,37,17,3,22,10
12,7,2,13,12,7,32,21,1,18,8
1,17,2,18,24,9,51,20,5,32,8
8,7,6,10,23,9,42,21,1,18,4
14,5,0,30,15,6,51,19,3,15,10
6,8,2,10,12,10,32,16,2,19,9
14,0,8,16,20,11,47,22,1,8,3
9,8,9,14,21,9,44,26,2,19,2
19,11,1,29,16,5,50,31,2,24,9
9,20,2,30,20,6,56,31,4,36,7
10,12,5,11,23,9,43,27,1,24,5
7,9,5,16,10,6,32,21,3,21,3
16,5,3,23,18,13,54,24,2,15,8
0,10,7,30,13,10,53,17,6,22,4
17,13,3,17,21,8,46,33,1,26,7
4,11,15,10,11,15,36,30,4,24,2
1,5,2,17,11,11,39,8,5,15,9
7,10,4,27,24,15,66,21,4,22,8
5,0,8,11,14,10,35,13,3,8,3
12,6,3,14,17,8,39,21,1,17,6
8,10,0,23,12,9,44,18,4,22,10
14,18,2,24,19,9,52,34,2,33,8
0,0,7,11,19,13,43,7,6,8,5
29,15,0,30,20,15,65,44,1,29,10
20,19,3,28,20,8,56,42,2,34,6
14,6,10,21,22,13,56,30,2,17,3
14,15,8,18,16,10,44,37,2,29,3
10,0,3,28,12,5,45,13,4,8,5
5,5,2,21,17,14,52,12,4,15,9
2,9,1,27,22,7,56,12,5,20,9
15,13,11,26,25,13,64,39,2,26,2
5,18,6,14,24,8,46,29,4,33,4
11,10,9,26,25,10,61,30,3,22,2
16,0,7,22,22,11,55,23,2,8,5
9,2,2,19,21,13,53,13,3,10,9
6,3,4,10,15,10,35,13,2,12,7
12,9,0,21,21,11,53,21,3,21,10
3,9,0,19,11,11,41,12,5,21,10
5,9,4,10,11,6,27,18,3,21,4
3,15,3,14,22,6,42,21,5,29,6
13,16,5,17,21,6,44,34,1,30,3
2,7,8,10,20,9,39,17,5,18,2
2,13,14,18,21,14,53,29,5,26,2
11,20,3,18,22,11,51,34,2,36,7
3,6,4,30,15,9,54,13,5,16,6
8,6,0,28,20,11,59,14,4,16,10
14,6,4,15,13,11,39,24,1,17,6
11,19,4,12,24,7,43,34,1,35,5
9,6,8,15,20,9,44,23,2,16,2
10,8,3,11,10,10,31,21,1,19,8
7,16,5,16,25,14,55,28,3,30,6
13,13,10,13,25,10,48,36,1,26,2
7,9,1,24,19,6,49,17,4,21,8
27,20,3,29,24,7,60,50,1,36,6
10,9,5,22,12,8,42,24,3,20,4
3,3,10,29,13,10,52,16,5,13,2
6,12,0,27,25,5,57,18,4,25,10
30,5,2,30,17,8,55,37,1,15,8
17,1,3,24,19,11,54,21,2,10,7
19,14,5,20,21,10,51,38,1,27,5
1,7,5,26,10,15,51,13,6,17,7
0,1,2,12,14,14,40,3,6,9,9
6,12,6,14,19,15,48,24,4,25,6
13,9,3,25,12,12,49,25,3,20,8
7,7,1,10,22,11,43,15,2,18,10
24,17,1,27,24,12,63,42,1,32,10
7,0,8,23,17,8,48,15,4,8,2
1,12,3,26,13,6,45,16,6,25,6
15,1,15,22,10,15,47,31,2,10,2
1,8,0,11,17,7,35,9,5,19,10
20,12,13,23,22,15,60,45,1,25,2
1,17,6,22,24,7,53,24,5,32,2
8,2,2,12,11,5,28,12,2,11,7
0,11,6,13,13,8,34,17,6,23,4
16,6,6,25,16,11,52,28,2,16,5
17,4,6,22,11,7,40,27,1,14,3
4,15,1,27,23,12,62,20,5,29,9
14,17,8,21,17,12,50,39,2,32,4
21,3,6,22,21,13,56,30,1,13,6
15,6,12,24,15,13,52,33,2,16,2
3,10,5,25,20,15,60,18,5,22,7
9,21,9,16,23,9,48,39,2,38,2
8,12,9,12,17,12,41,29,2,24,3
10,7,6,16,16,9,41,23,2,18,4
5,18,7,16,23,9,48,30,4,33,3
4,14,10,21,19,11,51,28,5,28,2
15,18,11,25,23,11,59,44,3,34,2
5,3,4,29,11,8,48,12,5,13,6
12,13,6,22,15,6,43,31,3,26,2
4,0,7,25,23,10,58,11,5,8,4
7,11,8,28,15,8,51,26,4,24,2
8,11,5,25,14,6,45,24,4,23,2
22,1,0,27,22,6,55,23,1,10,10
